,overall
172487,5
172488,5
172490,5
172491,4
172492,5
172496,5
172497,4
172498,1
172499,5
172500,5
172501,5
172503,5
172504,5
172507,5
172508,2
172510,3
172518,3
172521,5
172529,3
172539,4
172540,3
172541,5
172542,5
172543,5
172547,5
172552,5
172555,5
172557,3
172559,1
172561,5
172563,5
172564,5
172565,5
172566,5
172567,4
172569,5
172573,5
172575,3
172576,5
172579,4
172590,5
172592,4
172603,5
172604,5
172615,5
172616,5
172617,1
172618,3
172629,4
172630,5
172631,5
172634,5
172635,5
172636,5
172639,4
172642,5
172644,5
172645,5
172646,5
172648,5
172650,4
172653,3
172654,5
172655,4
172656,1
172657,4
172658,5
172659,5
172661,5
172662,2
172663,5
172664,5
172667,5
172669,4
172671,5
172672,5
172673,3
172675,4
172676,5
172678,5
172680,5
172681,3
172684,5
172687,5
172689,5
172690,5
172691,5
172693,5
172694,5
172695,1
172696,4
172697,5
172698,5
172699,5
172704,5
172705,5
172706,4
172707,4
172710,5
172712,5
172714,3
172715,5
172716,4
172720,4
172723,5
172724,3
172725,5
172726,5
172728,5
172729,3
172731,4
172732,4
172733,4
172734,5
172743,5
172744,2
172745,5
172746,5
172747,4
172748,5
172750,5
172751,5
172755,5
172758,5
172759,5
172767,5
172773,5
172774,1
172777,5
172778,5
172779,5
172780,5
172781,5
172785,5
172793,2
172796,5
172797,5
172803,5
172804,5
172819,2
172828,5
172832,5
172835,5
172841,4
172842,4
172843,4
172848,2
172849,3
172853,3
172856,5
172857,5
172865,5
172871,5
172873,4
172876,5
172880,5
172886,5
172888,5
172891,5
172892,5
172894,5
172895,5
172899,5
172907,5
172908,5
172915,5
172917,3
172918,5
172921,4
172925,5
172928,5
172936,4
172940,4
172944,5
172965,5
172971,5
172973,4
172980,4
172981,4
172985,4
172993,5
172995,5
172996,5
172997,5
172998,4
173001,4
173002,4
173006,3
173010,5
173016,3
173023,5
173024,5
173028,4
173029,5
173030,5
173031,1
173032,5
173033,5
173035,5
173038,5
173039,3
173040,4
173042,2
173043,4
173044,1
173045,5
173046,2
173047,5
173048,5
173050,5
173051,5
173054,5
173055,2
173058,3
173062,5
173063,5
173064,5
173067,5
173070,5
173071,5
173085,5
173089,5
173091,3
173102,4
173104,5
173105,5
173117,1
173124,5
173131,4
173132,2
173133,5
173145,5
173155,5
173159,5
173160,5
173161,5
173162,5
173163,5
173164,4
173166,5
173168,5
173169,2
173170,5
173171,1
173172,4
173173,4
173174,5
173176,5
173177,3
173178,5
173179,5
173181,5
173182,5
173185,5
173189,5
173193,5
173194,5
173197,4
173199,5
173202,4
173203,5
173204,4
173209,3
173212,5
173216,5
173218,5
173222,5
173225,4
173227,5
173230,5
173232,5
173233,4
173234,5
173236,5
173240,5
173248,5
173258,5
173261,5
173262,5
173263,5
173266,5
173272,5
173273,5
173278,5
173279,5
173280,5
173283,4
173285,4
173286,5
173290,5
173291,4
173292,5
173295,4
173296,2
173297,5
173299,5
173304,5
173308,5
173309,4
173312,5
173313,5
173316,2
173322,3
173326,4
173327,4
173329,5
173330,5
173333,1
173335,5
173337,2
173342,4
173344,5
173349,4
173352,1
173353,5
173354,5
173357,3
173359,1
173361,4
173362,4
173364,4
173368,5
173370,4
173371,5
173372,5
173373,3
173374,1
173375,1
173377,5
173380,3
173383,5
173387,5
173390,4
173392,5
173393,5
173395,4
173396,5
173397,5
173400,5
173401,5
173402,3
173403,5
173405,4
173406,5
173407,5
173408,5
173409,5
173413,4
173414,5
173415,3
173418,5
173419,3
173420,5
173423,5
173425,4
173426,4
173427,5
173430,3
173434,4
173435,5
173438,5
173439,4
173440,1
173441,3
173442,5
173444,5
173449,5
173450,5
173452,1
173453,1
173462,2
173465,5
173466,5
173467,5
173468,5
173471,5
173473,5
173476,5
173481,5
173482,5
173484,5
173485,1
173491,5
173498,3
173499,5
173501,4
173503,3
173504,5
173505,4
173506,5
173509,1
173510,5
173511,5
173514,4
173516,5
173518,5
173519,4
173521,4
173526,3
173527,4
173529,2
173531,1
173532,5
173534,1
173535,2
173537,5
173538,5
173539,5
173540,5
173549,2
173551,4
173554,3
173555,2
173557,5
173567,4
173572,5
173573,4
173575,3
173576,2
173577,1
173578,5
173579,5
173580,5
173585,4
173586,5
173587,5
173588,5
173589,5
173590,5
173591,5
173592,5
173594,5
173596,4
173599,3
173609,4
173611,2
173620,5
173623,5
173625,2
173627,5
173628,5
173629,5
173631,5
173636,2
173637,5
173640,5
173644,5
173645,5
173647,1
173648,5
173649,5
173651,5
173652,5
173653,5
173656,5
173660,2
173662,5
173664,4
173666,5
173667,5
173671,5
173672,5
173673,4
173674,1
173676,5
173681,3
173684,5
173686,5
173687,5
173688,5
173689,5
173690,4
173691,5
173692,4
173695,5
173697,5
173698,5
173699,4
173703,5
173705,5
173706,4
173707,5
173712,1
173713,5
173714,5
173717,4
173718,3
173720,5
173721,4
173722,5
173725,2
173726,5
173729,5
173730,5
173732,4
173734,3
173735,3
173737,4
173738,5
173741,5
173744,4
173745,5
173746,3
173747,2
173748,4
173749,4
173755,4
173763,5
173776,4
173777,4
173783,5
173784,5
173787,5
173788,4
173792,4
173793,3
173794,5
173797,5
173798,5
173800,2
173804,5
173805,1
173806,4
173808,1
173810,5
173811,5
173814,4
173815,5
173817,5
173818,5
173819,3
173820,4
173826,5
173828,4
173829,1
173834,5
173838,5
173842,2
173844,1
173845,4
173849,3
173850,4
173852,5
173853,5
173854,3
173855,5
173856,1
173858,5
173865,3
173867,5
173872,5
173874,5
173877,5
173880,5
173883,5
173885,5
173887,5
173889,3
173890,4
173892,5
173895,5
173896,5
173897,4
173902,1
173903,5
173904,5
173906,2
173908,3
173909,5
173910,5
173911,5
173912,3
173914,5
173915,5
173916,5
173917,3
173918,5
173920,5
173922,5
173929,4
173933,5
173935,4
173945,5
173947,5
173951,2
173953,5
173955,5
173956,4
173958,5
173960,5
173963,3
173965,2
173966,4
173967,3
173970,5
173971,4
173975,5
173977,5
173979,4
173980,1
173983,5
173985,4
173991,5
173995,5
173996,4
173998,4
173999,5
174000,4
174003,1
174004,5
174007,5
174008,5
174019,5
174023,5
174025,5
174030,4
174035,3
174043,5
174044,1
174045,5
174046,5
174047,5
174050,5
174053,5
174054,3
174055,3
174056,4
174057,2
174058,5
174061,5
174062,5
174064,2
174065,5
174074,2
174076,5
174082,4
174083,5
174089,5
174092,5
174097,4
174102,5
174103,1
174104,5
174105,5
174106,5
174111,4
174112,5
174113,5
174116,5
174118,5
174120,5
174122,5
174129,5
174130,5
174133,5
174134,5
174135,5
174139,3
174140,4
174142,3
174143,5
174144,4
174153,5
174154,5
174166,4
174168,5
174169,5
174171,2
174175,5
174182,5
174183,5
174185,1
174187,5
174189,5
174190,5
174193,5
174194,5
174200,5
174201,4
174202,5
174204,5
174205,5
174216,5
174217,3
174220,4
174221,5
174222,1
174224,5
174227,2
174233,1
174234,3
174235,5
174238,2
174240,3
174248,5
174249,5
174254,3
174257,4
174261,5
174264,5
174273,5
174280,5
174283,5
174286,3
174287,5
174296,3
174301,1
174303,3
174305,1
174306,5
174309,2
174310,5
174313,3
174314,3
174315,1
174317,1
174320,5
174321,1
174322,3
174324,3
174325,4
174328,5
174331,4
174332,3
174333,3
174335,2
174341,4
174346,5
174347,4
174348,1
174349,4
174351,4
174352,2
174356,5
174357,5
174359,5
174360,4
174361,1
174363,5
174365,5
174366,5
174367,5
174368,4
174371,3
174372,3
174373,4
174376,3
174379,5
174380,1
174382,5
174385,4
174390,2
174391,5
174392,5
174394,5
174398,3
174399,5
174400,5
174401,5
174402,4
174403,5
174406,5
174407,5
174408,5
174409,5
174414,4
174418,4
174420,5
174421,5
174422,5
174423,5
174427,3
174429,2
174430,5
174431,3
174432,5
174433,3
174436,5
174441,5
174442,5
174443,5
174444,4
174446,5
174447,5
174448,5
174450,1
174453,2
174455,5
174462,2
174463,2
174466,5
174467,5
174475,3
174477,5
174478,5
174481,4
174482,5
174488,4
174489,4
174490,5
174492,4
174493,5
174495,1
174496,2
174498,5
174501,5
174502,5
174503,5
174506,5
174509,4
174513,5
174514,4
174515,5
174518,5
174531,4
174534,5
174541,5
174547,3
174552,4
174555,5
174556,5
174562,5
174565,5
174566,5
174569,5
174576,4
174577,5
174581,2
174582,4
174584,5
174587,5
174589,5
174590,4
174591,5
174592,5
174593,5
174594,5
174595,5
174596,5
174597,5
174599,5
174600,5
174601,3
174602,5
174603,5
174606,5
174608,5
174609,5
174610,5
174612,5
174613,4
174614,4
174616,5
174623,5
174624,5
174625,5
174629,3
174630,1
174633,5
174634,5
174635,5
174636,5
174638,4
174639,4
174640,5
174645,5
174647,2
174648,5
174650,4
174651,4
174656,4
174658,3
174664,3
174666,5
174672,4
174673,5
174675,3
174677,2
174678,5
174680,1
174685,3
174688,4
174689,2
174691,5
174699,4
174702,5
174703,5
174704,1
174705,5
174706,1
174708,4
174709,5
174710,5
174711,5
174717,1
174718,4
174720,4
174721,4
174724,5
174725,5
174727,5
174728,3
174729,5
174733,4
174737,5
174738,5
174741,5
174743,4
174746,5
174747,5
174748,5
174749,5
174750,5
174751,5
174752,5
174756,4
174762,1
174764,5
174765,3
174766,4
174767,5
174768,5
174769,4
174771,5
174773,4
174776,4
174779,3
174786,5
174791,5
174792,5
174793,5
174795,4
174797,5
174801,2
174802,3
174805,2
174811,3
174814,5
174818,4
174820,4
174821,5
174824,3
174825,5
174826,5
174827,4
174828,4
174830,4
174831,5
174832,3
174837,4
174839,5
174840,4
174844,4
174845,5
174850,4
174860,4
174872,5
174877,5
174881,5
174888,1
174891,2
174896,5
174899,5
174901,5
174902,1
174918,5
174920,5
174925,3
174930,5
174931,5
174934,5
174937,5
174939,4
174946,5
174953,5
174954,4
174959,3
174960,5
174962,4
174971,5
174972,5
174973,3
174975,4
174977,4
174981,5
174982,4
174983,5
174987,5
174989,5
174996,5
174999,5
175005,3
175006,5
175007,2
175008,3
175012,5
175013,4
175014,5
175017,5
175023,5
175028,5
175029,5
175035,5
175045,5
175049,5
175050,5
175051,5
175052,4
175053,1
175055,5
175056,1
175057,5
175058,5
175059,5
175063,5
175064,5
175065,5
175069,5
175070,5
175077,5
175078,5
175079,5
175080,5
175081,3
175083,5
175086,3
175088,4
175090,4
175091,5
175092,5
175094,4
175096,4
175100,5
175101,5
175102,5
175109,5
175111,4
175112,5
175113,3
175115,2
175126,5
175127,3
175131,5
175132,4
175133,3
175135,4
175136,5
175137,4
175139,3
175140,4
175141,5
175142,5
175147,5
175150,2
175157,5
175171,5
175174,3
175180,4
175182,4
175183,5
175185,5
175186,5
175187,4
175188,5
175189,5
175191,5
175193,5
175194,5
175195,5
175196,5
175197,4
175198,5
175202,5
175208,5
175212,5
175216,5
175218,5
175221,5
175228,3
175229,4
175232,5
175235,2
175236,5
175238,5
175239,4
175242,5
175244,5
175251,5
175254,4
175255,5
175256,4
175258,5
175259,3
175262,4
175264,5
175266,2
175285,5
175288,5
175289,5
175295,3
175309,5
175310,5
175312,5
175313,5
175324,5
175325,5
175326,4
175332,5
175338,5
175341,5
175344,3
175345,5
175346,5
175348,5
175349,5
175350,3
175355,4
175357,5
175358,5
175369,4
175370,5
175371,5
175380,5
175381,5
175384,5
175389,5
175390,5
175393,5
175395,5
175399,4
175403,5
175404,1
175408,4
175409,4
175410,5
175412,3
175413,4
175414,5
175416,5
175419,4
175421,5
175422,4
175423,4
175427,5
175428,3
175429,5
175431,4
175435,5
175439,5
175440,5
175441,4
175445,5
175446,2
175450,5
175451,5
175452,5
175454,5
175456,1
175457,5
175458,5
175459,5
175460,3
175461,4
175462,5
175463,5
175464,5
175467,4
175468,5
175469,5
175472,4
175475,1
175477,5
175480,5
175482,3
175486,5
175489,4
175490,4
175494,5
175495,5
175496,5
175499,5
175503,5
175506,5
175510,5
175511,5
175512,5
175515,5
175516,5
175517,5
175518,5
175519,4
175521,4
175522,1
175524,2
175525,4
175526,1
175527,5
175530,5
175532,5
175533,5
175536,5
175539,5
175540,5
175541,2
175543,5
175544,5
175545,3
175548,1
175549,3
175551,4
175552,4
175553,5
175554,5
175560,5
175561,5
175562,2
175563,5
175565,4
175566,2
175578,5
175580,5
175582,4
175583,5
175585,3
175586,2
175587,5
175588,5
175591,5
175592,4
175593,3
175597,5
175599,4
175605,5
175610,5
175611,3
175613,5
175615,5
175625,5
175627,5
175631,5
175633,5
175634,5
175635,5
175637,5
175646,4
175648,4
175649,5
175651,4
175652,4
175654,1
175655,4
175658,4
175659,5
175663,3
175664,5
175665,5
175666,3
175667,4
175668,5
175671,5
175672,4
175674,5
175676,2
175680,4
175681,2
175682,4
175683,5
175685,4
175688,5
175690,5
175694,4
175696,4
175697,5
175698,1
175699,5
175701,3
175703,5
175704,2
175707,4
175708,5
175709,5
175712,3
175714,1
175716,5
175717,5
175718,3
175719,4
175720,5
175723,3
175725,5
175726,5
175727,5
175728,5
175732,5
175733,5
175742,3
175743,5
175744,5
175746,5
175748,5
175749,5
175756,4
175758,3
175759,5
175760,1
175761,1
175763,5
175765,4
175769,5
175775,4
175776,4
175777,5
175780,4
175782,2
175783,3
175787,5
175791,5
175795,5
175796,4
175797,5
175798,5
175799,5
175800,5
175801,5
175803,4
175804,5
175805,5
175807,5
175809,5
175814,3
175816,2
175818,2
175819,5
175823,4
175824,4
175828,1
175829,5
175830,4
175832,3
175833,1
175835,5
175838,2
175842,5
175849,4
175853,4
175857,5
175859,5
175863,1
175865,5
175867,4
175870,5
175871,5
175877,4
175878,5
175879,5
175880,5
175881,5
175883,5
175884,5
175885,5
175887,5
175888,5
175889,3
175895,3
175898,4
175900,3
175901,5
175902,5
175903,4
175904,5
175905,5
175906,5
175907,4
175912,3
175915,3
175918,5
175921,5
175924,5
175926,5
175931,5
175932,3
175935,5
175939,5
175940,5
175944,5
175947,5
175950,5
175955,1
175956,5
175958,4
175964,5
175967,4
175968,4
175972,5
175973,5
175975,5
175976,5
175977,5
175978,4
175979,4
175981,5
175983,5
175985,5
175986,5
175987,5
175989,4
175990,4
175992,4
175994,5
175997,5
175999,5
176000,4
176002,4
176003,5
176004,5
176006,3
176007,5
176011,5
176012,4
176014,5
176019,3
176023,4
176025,5
176026,5
176027,3
176030,5
176032,5
176035,4
176041,5
176052,4
176056,4
176069,5
176071,5
176099,5
176100,4
176102,5
176105,5
176106,5
176107,5
176112,5
176115,5
176121,4
176124,5
176125,5
176126,5
176130,5
176131,5
176137,4
176139,5
176140,5
176141,2
176142,4
176144,3
176146,5
176147,5
176151,5
176152,4
176153,5
176156,5
176161,5
176162,5
176163,5
176165,5
176172,5
176176,5
176177,5
176179,2
176181,5
176187,2
176190,5
176194,3
176199,5
176201,4
176202,5
176203,3
176206,4
176209,3
176210,3
176217,5
176218,4
176219,5
176225,5
176227,5
176228,5
176230,5
176233,5
176236,5
176241,4
176242,5
176246,5
176250,5
176257,5
176268,5
176269,5
176271,5
176272,2
176273,3
176279,5
176281,3
176285,5
176292,5
176293,5
176297,5
176298,5
176299,5
176300,4
176302,5
176305,1
176309,5
176313,5
176316,5
176317,5
176318,4
176319,5
176322,5
176326,4
176327,4
176328,5
176329,5
176333,5
176337,5
176338,5
176341,5
176345,3
176357,5
176369,3
176372,5
176378,5
176379,1
176380,5
176383,5
176386,5
176389,5
176390,5
176391,5
176392,5
176394,5
176395,5
176398,5
176399,5
176400,5
176404,4
176405,5
176407,5
176409,5
176413,5
176414,1
176418,5
176420,3
176423,4
176426,3
176428,4
176429,5
176435,4
176436,5
176439,5
176440,4
176441,2
176442,3
176443,4
176444,3
176446,3
176447,5
176449,5
176450,1
176451,1
176453,3
176454,3
176455,4
176456,4
176460,2
176461,3
176464,5
176465,5
176466,3
176467,5
176468,5
176469,4
176470,4
176471,5
176472,5
176473,4
176475,1
176478,3
176479,5
176482,5
176483,4
176486,5
176489,5
176492,4
176496,5
176497,5
176504,4
176507,4
176509,4
176511,5
176513,3
176514,4
176515,4
176516,4
176524,5
176525,5
176526,5
176529,4
176535,5
176540,3
176548,2
176549,5
176550,4
176571,5
176572,5
176574,5
176576,2
176579,5
176580,2
176582,4
176586,5
176593,3
176596,5
176597,5
176600,5
176602,5
176603,3
176609,4
176612,5
176613,4
176617,4
176618,4
176619,4
176623,5
176624,5
176628,5
176629,3
176633,5
176634,5
176638,5
176640,3
176643,5
176644,5
176645,5
176647,5
176649,5
176653,5
176654,5
176655,5
176658,3
176660,5
176661,5
176663,1
176664,5
176665,5
176666,4
176667,4
176673,3
176680,5
176683,5
176684,5
176686,3
176687,5
176690,5
176692,5
176696,5
176700,5
176703,4
176705,5
176708,5
176709,5
176710,3
176715,5
176717,5
176718,5
176719,5
176724,5
176726,2
176728,4
176733,5
176734,3
176735,5
176739,5
176740,5
176743,4
176744,5
176745,5
176747,5
176748,5
176751,4
176752,4
176755,5
176756,4
176757,5
176759,5
176763,5
176765,3
176766,5
176767,5
176769,5
176771,5
176773,5
176779,5
176782,5
176783,5
176789,5
176792,3
176796,5
176797,5
176800,5
176801,5
176802,5
176803,4
176807,5
176809,5
176811,4
176814,5
176815,4
176818,5
176820,5
176821,4
176823,4
176824,4
176828,4
176830,5
176831,5
176833,5
176834,5
176835,5
176837,5
176840,5
176842,5
176843,5
176844,5
176845,5
176846,5
176849,5
176850,4
176851,5
176852,5
176853,5
176855,4
176858,5
176860,5
176861,5
176863,5
176864,5
176865,4
176866,5
176876,5
176877,5
176878,5
176881,5
176883,5
176884,5
176885,5
176886,5
176888,5
176889,5
176890,5
176891,5
176894,5
176897,5
176898,5
176899,5
176901,5
176902,4
176904,5
176905,4
176907,5
176908,2
176910,3
176926,3
176929,5
176931,5
176935,4
176936,3
176939,3
176942,4
176943,4
176953,4
176967,5
176981,2
176984,5
176991,5
177000,5
177002,5
177004,5
177035,4
177042,5
177043,5
177055,3
177060,4
177069,3
177077,5
177080,5
177086,3
177092,2
177096,3
177099,1
177100,5
177111,4
177113,5
177118,4
177123,5
177126,5
177129,5
177132,5
177138,4
177139,5
177143,5
177146,5
177148,5
177151,5
177157,5
177160,4
177163,5
177165,5
177166,1
177168,4
177171,4
177173,5
177174,4
177176,5
177182,5
177183,5
177185,5
177187,5
177189,5
177190,5
177192,5
177193,5
177195,4
177196,5
177201,5
177205,4
177206,5
177207,5
177208,4
177209,5
177210,5
177211,3
177212,4
177214,5
177215,4
177216,5
177219,4
177220,3
177221,4
177223,5
177224,3
177226,4
177227,5
177228,1
177229,1
177231,5
177234,3
177235,4
177236,3
177239,3
177240,2
177241,4
177242,4
177243,2
177244,5
177245,5
177246,2
177248,5
177250,5
177254,5
177258,5
177260,3
177262,5
177263,5
177266,1
177267,5
177269,5
177273,5
177277,4
177281,4
177282,5
177285,5
177286,5
177288,5
177289,5
177290,5
177292,3
177294,2
177295,2
177297,1
177298,5
177300,4
177301,5
177302,4
177303,5
177305,3
177306,4
177307,5
177308,5
177310,4
177311,5
177312,5
177313,5
177314,3
177316,3
177318,5
177319,5
177320,5
177323,5
177324,5
177326,5
177333,5
177340,4
177344,3
177346,4
177347,4
177349,4
177351,4
177353,4
177354,5
177359,5
177360,4
177367,5
177368,2
177369,4
177372,3
177375,5
177376,5
177379,2
177380,4
177381,4
177382,4
177383,1
177384,5
177386,5
177388,4
177389,5
177392,3
177397,5
177400,4
177404,3
177407,5
177408,4
177409,5
177410,3
177411,2
177412,4
177413,5
177416,5
177417,1
177418,5
177422,4
177423,5
177426,5
177438,5
177439,3
177448,5
177449,3
177452,4
177453,5
177454,5
177456,4
177458,5
177459,5
177463,5
177464,5
177465,5
177467,5
177468,5
177470,5
177472,5
177475,4
177476,4
177482,5
177484,5
177485,4
177486,2
177489,5
177491,4
177493,5
177494,5
177495,5
177499,3
177507,4
177508,5
177509,4
177511,4
177512,3
177514,4
177515,2
177518,5
177519,3
177520,4
177521,5
177522,4
177523,2
177525,5
177529,5
177532,2
177533,5
177534,5
177535,5
177537,2
177540,5
177541,5
177542,2
177543,1
177544,4
177545,5
177547,5
177549,4
177550,4
177552,5
177553,4
177554,5
177559,5
177561,3
177564,2
177565,1
177566,2
177567,4
177568,4
177580,5
177583,5
177585,5
177589,4
177590,4
177595,5
177604,5
177605,4
177613,5
177615,5
177617,5
177623,3
177630,2
177641,4
177650,3
177652,3
177657,5
177658,1
177659,5
177660,1
177663,5
177665,5
177666,5
177667,5
177668,1
177670,4
177672,5
177674,5
177675,4
177676,5
177679,5
177680,5
177681,5
177682,1
177683,4
177684,5
177686,5
177689,5
177693,2
177694,5
177695,5
177697,5
177698,5
177699,5
177701,5
177704,5
177705,4
177706,2
177707,4
177708,4
177711,3
177717,1
177718,4
177719,3
177720,5
177721,5
177722,5
177724,2
177729,5
177731,4
177732,5
177733,4
177735,5
177736,5
177737,4
177738,5
177739,5
177741,4
177742,5
177744,4
177748,1
177751,1
177763,1
177764,2
177765,4
177766,4
177770,5
177771,3
177772,3
177773,3
177774,4
177776,3
177783,4
177786,4
177787,4
177788,5
177790,5
177791,5
177795,2
177796,4
177800,5
177806,5
177810,5
177812,4
177813,5
177815,5
177816,5
177817,4
177820,4
177823,4
177824,2
177826,5
177828,5
177830,5
177832,5
177836,5
177838,5
177850,5
177855,3
177856,5
177859,5
177866,3
177867,3
177871,2
177873,5
177881,4
177887,5
177894,5
177900,5
177901,3
177902,5
177903,2
177906,3
177907,3
177909,5
177910,5
177916,5
177917,1
177922,5
177924,5
177925,4
177927,5
177930,5
177931,5
177932,1
177933,4
177934,5
177937,5
177940,5
177944,3
177945,5
177950,2
177951,2
177952,1
177958,5
177960,5
177961,4
177963,5
177965,5
177968,4
177971,5
177972,5
177975,5
177977,5
177980,4
177982,1
177983,2
177986,5
177989,4
177990,5
177991,5
177992,2
177994,5
177995,5
177996,5
177997,5
177998,5
177999,5
178000,5
178004,5
178005,3
178006,5
178007,4
178012,5
178015,4
178016,5
178018,4
178019,5
178020,5
178022,5
178024,5
178025,5
178026,5
